Text,link,AnalyzedTextWithoutHttp,hashtag,AnalyzedTextWithoutHttpHashtag,user_mentioned,AnalyzedTextWithoutHttpHashtagUserName,AnalyzedTextWithoutHttpHashtagUserNameNonAlpha,AnalyzedText,positive,negative,neutral,compound,Document_No,Dominant_Topic,Topic_Perc_Contrib,Keywords,Text
"From the Lunar Hyperworkout+ to your iPhone, stats sync in real time, tracking how fast, how hard, & how high you can go. Set the bar, then raise it with Nike+ Training. #gameonworld #nikeplus
",,"From the Lunar Hyperworkout+ to your iPhone, stats sync in real time, tracking how fast, how hard, & how high you can go. Set the bar, then raise it with Nike+ Training. #gameonworld #nikeplus",#gameonworld #nikeplus,"From the Lunar Hyperworkout+ to your iPhone, stats sync in real time, tracking how fast, how hard, & how high you can go. Set the bar, then raise it with Nike+ Training.",,"From the Lunar Hyperworkout+ to your iPhone, stats sync in real time, tracking how fast, how hard, & how high you can go. Set the bar, then raise it with Nike+ Training.",From the Lunar to your stats sync in real tracking how how how high you can Set the then raise it with,Lunar stats sync real tracking high Set raise,0.0,0.0,1.0,0.0,40,1,0.6874,"take, run, first, step, come, stop, start, push, next, year","['lunar', 'stat', 'sync', 'real', 'track', 'high', 'set', 'raise']"
"San Francisco’s Union Square will be at the center of the action for Nike Women’s Marathon weekend. The Expotique is set up and ready to prepare and pamper all race runners. Explore the world of Nike+. Learn the best way to warm up and cool down on Sunday. And let personal stylists and trainers help pick out the perfect raceday gear. Like these special edition NWM Nike LunarGlide+ 4. A colorway to covet. Only available here. #nike #running #marathon #nike #runnwm
",,San Francisco’s Union Square will be at the center of the action for Nike Women’s Marathon weekend. The Expotique is set up and ready to prepare and pamper all race runners. Explore the world of Nike+. Learn the best way to warm up and cool down on Sunday. And let personal stylists and trainers help pick out the perfect raceday gear. Like these special edition NWM Nike LunarGlide+ 4. A colorway to covet. Only available here. #nike #running #marathon #nike #runnwm,#nike #running #marathon #nike #runnwm,San Francisco’s Union Square will be at the center of the action for Nike Women’s Marathon weekend. The Expotique is set up and ready to prepare and pamper all race runners. Explore the world of Nike+. Learn the best way to warm up and cool down on Sunday. And let personal stylists and trainers help pick out the perfect raceday gear. Like these special edition NWM Nike LunarGlide+ 4. A colorway to covet. Only available here.,,San Francisco’s Union Square will be at the center of the action for Nike Women’s Marathon weekend. The Expotique is set up and ready to prepare and pamper all race runners. Explore the world of Nike+. Learn the best way to warm up and cool down on Sunday. And let personal stylists and trainers help pick out the perfect raceday gear. Like these special edition NWM Nike LunarGlide+ 4. A colorway to covet. Only available here.,San Union Square will be at the center of the action for Nike Marathon The Expotique is set up and ready to prepare and pamper all race Explore the world of Learn the best way to warm up and cool down on And let personal stylists and trainers help pick out the perfect raceday Like these special edition NWM Nike A colorway to Only available,San Union Square center action Nike Marathon Expotique set ready prepare pamper race Explore world Learn best way warm cool let personal stylists trainers help pick perfect raceday Like special edition NWM Nike colorway available,0.455,0.0,0.545,0.9661,41,1,0.4903,"take, run, first, step, come, stop, start, push, next, year","['action', 'expotique', 'set', 'ready', 'prepare', 'pamp', 'race', 'explore', 'world', 'learn', 'good', 'way', 'warm', 'let', 'personal', 'stylist', 'trainer', 'help', 'pick', 'perfect', 'colorway', 'available']"
"Dwayne Bowe gets a quick NikeFuel check in before the Broadway Bowl.
",,Dwayne Bowe gets a quick NikeFuel check in before the Broadway Bowl.,,Dwayne Bowe gets a quick NikeFuel check in before the Broadway Bowl.,,Dwayne Bowe gets a quick NikeFuel check in before the Broadway Bowl.,Dwayne Bowe gets a quick NikeFuel check in before the Broadway,Dwayne Bowe gets quick NikeFuel check Broadway,0.0,0.0,1.0,0.0,42,2,0.6497,"get, time, know, play, see, day, big, share, future, street","['get', 'quick', 'nikefuel', 'check']"
"The best way to root for your country is to represent it. #justdoit
",,The best way to root for your country is to represent it. #justdoit,#justdoit,The best way to root for your country is to represent it.,,The best way to root for your country is to represent it.,The best way to root for your country is to represent,best way root country represent,0.512,0.0,0.488,0.6369,43,3,0.4385,"never, make, world, always, even, do, love, give, stay, well","['good', 'way', 'root', 'country', 'represent']"
"“People going through these kind of struggles need support… For 17 years I struggled with my sexuality. When I was in college, I used to cry to my best friend because I didn’t feel like I belonged, like the guys on the team didn’t like me. My best friend told me to be yourself, go out there and work hard, and that’s what I did on the track because I had something to prove, I didn’t let that circumstance define who I was.” @KerronClement
",,"“People going through these kind of struggles need support… For 17 years I struggled with my sexuality. When I was in college, I used to cry to my best friend because I didn’t feel like I belonged, like the guys on the team didn’t like me. My best friend told me to be yourself, go out there and work hard, and that’s what I did on the track because I had something to prove, I didn’t let that circumstance define who I was.” @KerronClement",,"“People going through these kind of struggles need support… For 17 years I struggled with my sexuality. When I was in college, I used to cry to my best friend because I didn’t feel like I belonged, like the guys on the team didn’t like me. My best friend told me to be yourself, go out there and work hard, and that’s what I did on the track because I had something to prove, I didn’t let that circumstance define who I was.” @KerronClement",@KerronClement,"“People going through these kind of struggles need support… For 17 years I struggled with my sexuality. When I was in college, I used to cry to my best friend because I didn’t feel like I belonged, like the guys on the team didn’t like me. My best friend told me to be yourself, go out there and work hard, and that’s what I did on the track because I had something to prove, I didn’t let that circumstance define who I was.”",going through these kind of struggles need For years I struggled with my When I was in I used to cry to my best friend because I feel like I like the guys on the team like My best friend told me to be go out there and work and what I did on the track because I had something to I let that circumstance define who I,going kind struggles need years struggled used cry best friend feel like like guys team like best friend told go work track something let circumstance define,0.528,0.164,0.308,0.9565,44,4,0.5997,"good, feel, thing, look, athlete, new, nike, go, second, football","['go', 'kind', 'struggle', 'need', 'year', 'struggle', 'use', 'cry', 'good', 'friend', 'feel', 'guy', 'team', 'good', 'friend', 'tell', 'go', 'work', 'track', 'let', 'circumstance', 'define']"
"When the only thing on your mind is to defend your title and win – the sky’s the limit.
",,When the only thing on your mind is to defend your title and win – the sky’s the limit.,,When the only thing on your mind is to defend your title and win – the sky’s the limit.,,When the only thing on your mind is to defend your title and win – the sky’s the limit.,When the only thing on your mind is to defend your title and win the the,thing mind defend title win,0.487,0.0,0.513,0.5859,45,4,0.5574,"good, feel, thing, look, athlete, new, nike, go, second, football","['thing', 'mind', 'defend', 'title', 'win']"
"Shed some light. Shred some powder.
",,Shed some light. Shred some powder.,,Shed some light. Shred some powder.,,Shed some light. Shred some powder.,Shed some Shred some,Shed Shred,0.0,0.0,1.0,0.0,46,0,0.3608,"find, way, want, mean, team, game, dream, watch, break, think",['shre']
"⠀
",,⠀,,⠀,,⠀,,,0.0,0.0,0.0,0.0,47,1,0.238,"take, run, first, step, come, stop, start, push, next, year",[]
"Keep on creating history 👑 
",,Keep on creating history 👑,,Keep on creating history 👑,,Keep on creating history 👑,Keep on creating history,Keep creating history,0.524,0.0,0.476,0.296,48,3,0.42,"never, make, world, always, even, do, love, give, stay, well","['keep', 'create', 'history']"
"Take your craft to @sabrina_i’s level 📈📈📈
",,Take your craft to @sabrina_i’s level 📈📈📈,,Take your craft to @sabrina_i’s level 📈📈📈,@sabrina_i’s,Take your craft to level 📈📈📈,Take your craft to level,Take craft level,0.0,0.0,1.0,0.0,49,1,0.6036,"take, run, first, step, come, stop, start, push, next, year","['take', 'craft', 'level']"
"“Whatever happens, we’re a team. In defeat as much as in victory. It’s impossible to win by yourself.” @amandine_henry
",,"“Whatever happens, we’re a team. In defeat as much as in victory. It’s impossible to win by yourself.” @amandine_henry",,"“Whatever happens, we’re a team. In defeat as much as in victory. It’s impossible to win by yourself.” @amandine_henry",@amandine_henry,"“Whatever happens, we’re a team. In defeat as much as in victory. It’s impossible to win by yourself.”",a In defeat as much as in impossible to win by,defeat much impossible win,0.432,0.341,0.227,0.2023,50,0,0.4755,"find, way, want, mean, team, game, dream, watch, break, think","['defeat', 'much', 'impossible', 'win']"
